fecha_publicacion,contenido,respuestas,retweets,likes,guardados,vistas,engagement_rate,total_interactions,likes_ratio,retweets_ratio,log_vistas,log_total_interactions,cluster_kmeans_elbow,cluster_kmeans_silhouette,cluster_dbscan
2024-03-21,#OrgulloInterbank compartir el reconocimiento como Líderes Empresariales por el Cambio (LEC) a tres de nuestros clientes de Banca Empresa 🇵🇪 que apostaron por la #innovación para el crecimiento de sus negocios. #PremiosLEC,2,0,8,0,5000,0.002,10,0.8,0.0,8.517393171418904,2.3978952727983707,0,0,0
2024-08-29,"Este feriado, sigue gestionando tus operaciones de manera rápida y segura desde tu Interbank APP o a través de nuestra Banca por Internet. 📲💻 ✨ ¡Te esperamos de vuelta el 31 de agosto! ✨",59,0,9,0,37000,0.0018378378378378379,68,0.1323529411764706,0.0,10.518700218288165,4.23410650459726,0,0,0
2024-05-04,"👉 Encuentra aquí todo lo que necesitas saber sobre el retiro de la AFP. Si has decidido retirar, recuerda que el 20 de mayo empieza el registro de solicitudes según el último dígito de tu DNI. Para saber más entra aquí: bit.ly/3WJL79h 🔗",123,2,14,4,22000,0.0065,143,0.0979020979020979,0.013986013986013986,9.99884318585288,4.969813299576001,2,2,0
2024-06-06,"👀Este feriado, puedes realizar tus operaciones desde casa en nuestros canales digitales 📲Nos reencontramos el sábado en nuestro horario regular.",96,1,7,1,17000,0.006176470588235294,105,0.06666666666666667,0.009523809523809525,9.741027444837728,4.663439094112067,2,2,0
2024-03-27,"Este feriado largo tu #InterbankApp estará disponible 24/7 para todas tus operaciones, al igual que nuestra Banca por Internet. El sábado 30 atenderemos en horario regular. ✨",46,1,9,0,16000,0.0035,56,0.16071428571428573,0.017857142857142856,9.680406499268875,4.04305126783455,0,0,0
2024-07-22,"📢 Este martes 23 de julio, realiza todas tus operaciones de manera fácil y segura desde tu #InterbankAPP o nuestra Banca por Internet. 💻📱",8,0,5,1,21000,0.0006666666666666666,14,0.35714285714285715,0.0,9.952325334619427,2.70805020110221,0,0,0
2024-03-26,"#OrgulloInterbank ¡Somos top #2 de “Los Mejores Lugares para Trabajar para las Mujeres en Perú” por @GPTWPeru 💪 ¡El cambio es colectivo! 💚 Seguiremos impulsándolo a través de nuestros programas e iniciativas para promover un entorno equitativo, diverso e inclusivo.",7,2,9,0,10000,0.0018,18,0.5,0.1111111111111111,9.210440366976517,2.9444389791664403,0,0,0
2024-10-07,Recuerda 👀 durante este feriado no habrá atención en nuestras Tiendas Financieras. Todas tus operaciones podrás hacerlas desde nuestra Banca por Internet y desde tu #InterbankApp 📱,65,1,25,2,97000,0.0009587628865979381,93,0.26881720430107525,0.010752688172043012,11.48247656671073,4.543294782270004,1,1,0
2024-03-08,#EsCompromisoDeTodosyTodas ¡Este #8M sigamos! Por más acciones que nos permitan construir igualdad de oportunidades. Conoce algunas de nuestras iniciativas para impulsar la equidad en 👉 interbank.pe/equidad #8deMarzo #DíaInternacionalDeLaMujer #EsTiempoDeEquidad,14,3,7,0,5000,0.0048,24,0.2916666666666667,0.125,8.517393171418904,3.2188758248682006,2,2,0
2024-03-13,"Otorgamos una línea de #FinanciamientoVerde por US$6 millones a HVC Exportaciones, destinada a la compra de café con certificación sostenible, lo que garantiza un ecosistema de prácticas eco amigables. 💪🌎 Conoce más👉interbank.pe/financiamiento… #Sostenibilidad #NegocioResponsable",20,1,6,0,6000,0.0045,27,0.2222222222222222,0.037037037037037035,8.699681400989514,3.332204510175204,2,2,0
2024-08-05,"Este 06 de agosto, realiza todas tus operaciones de manera fácil y segura desde tu #Interbank APP o desde nuestra Banca por Internet. 📲🧑‍💻",21,0,3,0,30000,0.0008,24,0.125,0.0,10.308985993422082,3.2188758248682006,0,0,0
2024-07-27,"Este 29 de julio, realiza todas tus operaciones de manera fácil y segura desde tu #InterbankApp📱o desde nuestra Banca por Internet. 💻 ✨ Retomaremos nuestra atención regular, el martes 30 de julio. 💚",30,1,9,0,26000,0.0015384615384615385,40,0.225,0.025,10.165890277802454,3.713572066704308,0,0,0
2025-04-16,¡Este feriado largo sigamos conectados! 💚 Este 17 y 18 de abril realiza tus operaciones de forma digital a través de tu #InterbankAPP 📲,81,0,7,3,12000,0.007583333333333333,91,0.07692307692307693,0.0,9.392745258631441,4.5217885770490405,2,2,0
